	llrp
AgeBins	0.22008306056799853
Gender	0.7843166324728669
Diagnosis	0.13130765164366043
T0_SIMD04_bin	0.0880541617656152
T0_SF12_PF	8.200223628684888e-06
T0_Sat1_Poor_Bin	0.6304330685145476
T0_Sat2_Poor_Bin	0.72401412084925
T0_Sat3_Poor_Bin	0.9250669688034993
T0_Sat4_Poor_Bin	0.014007085549566534
T0_Sat5_Poor_Bin	0.0020722295238834176
T0_Sat6_Poor_Bin	0.22380283885424612
T0_Sat7_Poor_Bin	0.08390185025827746
T0_Sat8_Poor_Bin	0.13135561006447494
