	T0_Sat1	T0_Sat2	T0_Sat3	T0_Sat4	T0_Sat5	T0_Sat6	T0_Sat7	T0_Sat8	T0_IPQ3	T0_IPQ4	T0_IPQ5	T0_IPQ6	T0_Wbelieve	T1_Sat1	T1_Sat2	T1_Sat3	T1_Sat4	T1_Sat5	T1_Sat6	T1_Sat7	T1_Sat8	T1_IPQ3	T1_IPQ4	T1_IPQ5	T1_IPQ6	T1_Wbelieve
p	2.826573627018429e-10	1.9935319041030255e-08	2.8325928534723957e-05	0.07507477202863116	0.25502699372625076	0.04110017319123987	0.001898099383527966	2.211620967366015e-19	6.301591412277715e-11	1.943699671909234e-10	8.419682353265285e-10	3.956334270774798e-18	4.833151169690403e-08	0.0001247193964807391	2.544982217286443e-05	4.66486888623254e-07	0.0852267753449539	0.36129467298801327	0.34354359535625	0.016308830829262787	1.0154666600989619e-11	0.00020795204738649866	0.0021100377603544152	0.00023562967479411805	8.213653301570884e-10	1.6463235515190654e-06
stat	50.509255922188345	41.62658475655416	26.238547536028637	8.4938200830179	5.330589188382958	9.960392689100882	17.040663866076716	93.64579112459377	53.626284952483786	51.28762951524727	48.237798705454324	87.75019353955041	29.78258079707979	23.032982493515057	26.468936321946522	34.99113400982715	8.179296753856239	4.3452374588332265	4.4916089986184184	12.14444694770428	57.40876468189258	21.919499763302326	16.803937040278136	21.646646581421404	48.28940054628918	22.969030041670386
effect													0.6549636131326038													0.6444536721314094
