	llrp
T0_Sat1	0.42106397263644835
T0_Sat2	0.25248815443716593
T0_Sat3	0.48609740678029234
T0_Sat4	0.3823138880879229
T0_Sat5	0.04511244202307157
T0_Sat6	0.7538144789738239
T0_Sat7	0.9424193188356927
T0_Sat8	0.11946220439287623
