	llrp
T0_Sat1	0.25097433301546457
T0_Sat2	0.3785293049201269
T0_Sat3	0.6552837385189041
T0_Sat4	0.17630070626967637
T0_Sat5	0.0014033613789498432
T0_Sat6	0.8922366163103034
T0_Sat7	0.4175212133817039
T0_Sat8	0.08745049799739979
