		coeff	coeffLCI	coeffUCI	OR	ORLCI	ORUCI	p
T0_Sat8_Poor_Bin	constant	-0.32238591751407103	-0.8214792558933374	0.1767074208651953	0.7244185705643917	0.4397806250237732	1.1932819126585863	0.20550402882308882
T0_Sat8_Poor_Bin	Binned Ages - 36-45	0.453330309034385	0.013567673792624357	0.8930929442761456	1.573543856435397	1.0136601323546959	2.4426730312198712	0.04333846070015829
T0_Sat8_Poor_Bin	Binned Ages - 46-55	0.5490544005149619	0.07046780845070605	1.0276409925792178	1.7316148293634286	1.0730100270195513	2.7944658873320116	0.024541011636138827
T0_Sat8_Poor_Bin	Binned Ages - >=56	0.6674161694376136	0.19035103043705703	1.1444813084381702	1.9491944203263047	1.2096741555840458	3.1408118216734335	0.00610667142940147
T0_Sat8_Poor_Bin	T0 Patient gender - Female	-0.018941752045570626	-0.37050092687755165	0.3326174227864104	0.9812365155981019	0.6903884098936232	1.394613648991382	0.9158985896214507
T0_Sat8_Poor_Bin	T0 Neurologist assigned explanation of symptoms by organic disease - Somewhat explained	0.19141861985944977	-0.14520710164624565	0.5280443413651452	1.2109662805238237	0.8648431641193937	1.6956130237311544	0.2650593512368068
T0_Sat8_Poor_Bin	T0 SIMD 2004 Quintile - Binned - 5 (Most Deprived)	0.16468690307412742	-0.2994757358049933	0.6288495419532482	1.179023912153262	0.7412067069756589	1.875451709147626	0.4868023663752209
T0_Sat8_Poor_Bin	T0 SF12 Physical Functioning Scale - 0.0	0.990000351316349	0.4518092822650678	1.5281914203676301	2.6912354178240974	1.5711522733990555	4.609832030145474	0.0003117372764372604
T0_Sat8_Poor_Bin	T0 SF12 Physical Functioning Scale - 25.0	0.7486346454215409	0.1116889188397201	1.3855803720033617	2.114111533298078	1.1181649664810334	3.997145062852193	0.02124257039326944
T0_Sat8_Poor_Bin	T0 SF12 Physical Functioning Scale - 50.0	0.2875709380539694	-0.19356517723407907	0.7687070533420178	1.3331851623698492	0.8240161273528156	2.1569755956998478	0.24141645873903972
T0_Sat8_Poor_Bin	T0 SF12 Physical Functioning Scale - 75.0	0.20858558903690844	-0.26402182407218405	0.6811930021460009	1.2319343656247015	0.767956779529629	1.9762339778245057	0.387021566298552
T0_Sat8_Poor_Bin	T0 Satisfaction - The visit overall? (Binarised) - Poor/Fair	-0.09841760535009028	-0.8876523416842458	0.6908171309840653	0.906270361367224	0.4116209646958159	1.9953453257650062	0.8069151619891595
T0_Sat8_Poor_Bin	T0 Satisfaction - The thoroughness, carefulness and competence of the doctor you saw? (Binarised) - Poor/Fair	-1.225642353638145	-2.453542427414984	0.002257720138693964	0.2935690645879086	0.08598843853417974	1.0022602707079356	0.050422733603285017
T0_Sat8_Poor_Bin	T0 Satisfaction - The personal manner (courtesy, respect, sensitivity, friendliness) of the doctor you saw? (Binarised) - Poor/Fair	0.4581227847046264	-0.6748305601745664	1.5910761295838194	1.581103126423848	0.5092426992918915	4.909028838044005	0.4280493172520631
T0_Sat8_Poor_Bin	T0 Satisfaction - The length of time you waited between being referred by your doctor and seeing the neurologist today? (Binarised) - Poor/Fair	0.20038687384616183	-0.1460023451084495	0.5467760928007732	1.2218753783592342	0.8641556766434876	1.7276741686630837	0.25686033210662274
T0_Sat8_Poor_Bin	T0 Satisfaction - Length of time spent waiting at the clinic today? (Binarised) - Poor/Fair	0.30283834885698774	-0.08330431523538717	0.6889810129493626	1.353695620310249	0.9200711129556273	1.9916849976524873	0.12426098093128131
T0_Sat8_Poor_Bin	T0 Satisfaction - Convenience of the location of the clinic? (Binarised) - Poor/Fair	-0.2144273408357251	-0.6721189605257695	0.24326427885431925	0.8070034457976624	0.5106254354826831	1.2754056423250513	0.3584942465272668
T0_Sat8_Poor_Bin	T0 Satisfaction - Time spent with the doctor you saw? (Binarised) - Poor/Fair	-0.12861707649874418	-0.9630056608495923	0.7057715078521039	0.8793106097843644	0.3817437676132793	2.025408701007578	0.762561172568013
T0_Sat8_Poor_Bin	T0 Satisfaction - Explanation given to you about the cause of your symptoms? (Binarised) - Poor/Fair	0.7256395003348715	0.1666322955079631	1.2846467051617798	2.066051918483263	1.181319808837217	3.613391139246163	0.010952770310695057
