	llrp
AgeBins	0.030727905515102294
Gender	0.9158710522262602
Diagnosis	0.2656182322980448
T0_SIMD04_bin	0.48417752780198897
T0_SF12_PF	0.0021282449135343606
T0_Sat1_Poor_Bin	0.8074301210743147
T0_Sat2_Poor_Bin	0.04654356084341604
T0_Sat3_Poor_Bin	0.4200979164601444
T0_Sat4_Poor_Bin	0.2560415669427609
T0_Sat5_Poor_Bin	0.12167381208527994
T0_Sat6_Poor_Bin	0.3601021462639298
T0_Sat7_Poor_Bin	0.76333455201564
T0_Sat8_Poor_Bin	0.008332271534694513
