		coeff	coeffLCI	coeffUCI	OR	ORLCI	ORUCI	p
T0_Sat8_Poor_Bin	constant	-0.15453344387378085	-0.6653769347859232	0.35631004703836144	0.8568148364556768	0.5140797166539185	1.42805024238058	0.5532469268781837
T0_Sat8_Poor_Bin	Binned Ages - 36-45	0.21136385125449872	-0.24470815487277317	0.6674358573817706	1.2353617612245196	0.7829330000835284	1.9492327963349745	0.36370198523562314
T0_Sat8_Poor_Bin	Binned Ages - 46-55	0.41470375929795944	-0.09583944152017898	0.9252469601160979	1.5139221888836076	0.9086098893803835	2.522491138146329	0.11137605378423722
T0_Sat8_Poor_Bin	Binned Ages - >=56	0.4832961208070965	-0.017031130103033254	0.9836233717172262	1.6214099671584805	0.9831130797470796	2.674128069048991	0.05832504998077319
T0_Sat8_Poor_Bin	T0 Patient gender - Female	0.05178155908827765	-0.31866369197511735	0.4222268101516726	1.05314566728562	0.7271200444972039	1.5253544513264192	0.7841095321904933
T0_Sat8_Poor_Bin	T0 Neurologist assigned explanation of symptoms by organic disease - Somewhat explained	0.27359982447367054	-0.08119216631397841	0.6283918152613195	1.3146885907585026	0.922016493908393	1.8745934612773896	0.13067710540005686
T0_Sat8_Poor_Bin	T0 SIMD 2004 Quintile - Binned - 5 (Most Deprived)	0.4428900841844143	-0.0787843588243215	0.96456452719315	1.5572011638988212	0.9242392069867565	2.623644881668161	0.09611919430257229
T0_Sat8_Poor_Bin	T0 SF12 Physical Functioning Scale - 0.0	1.6103172590931714	0.9039700633624468	2.316664454823896	5.004398666988476	2.4693873004293523	10.141789428414748	7.884751163399984e-06
T0_Sat8_Poor_Bin	T0 SF12 Physical Functioning Scale - 25.0	0.4902212168170877	-0.18737054558222105	1.1678129792163965	1.632677355697215	0.8291364466091359	3.21495377354104	0.1561947243830378
T0_Sat8_Poor_Bin	T0 SF12 Physical Functioning Scale - 50.0	0.33886265173791247	-0.18383779146204743	0.8615630949378723	1.403350584211494	0.8320707618624578	2.366857426643101	0.20386049363229852
T0_Sat8_Poor_Bin	T0 SF12 Physical Functioning Scale - 75.0	-0.03497196849374245	-0.5028533467515502	0.4329094097640654	0.9656324840112078	0.604802484139613	1.5417365480965999	0.8835280787466231
T0_Sat8_Poor_Bin	T0 Satisfaction - The visit overall? (Binarised) - Poor/Fair	-0.21771986722111844	-1.0977839474694293	0.6623442130271925	0.8043507351156698	0.33360956145599946	1.9393332201195022	0.6277633828022993
T0_Sat8_Poor_Bin	T0 Satisfaction - The thoroughness, carefulness and competence of the doctor you saw? (Binarised) - Poor/Fair	0.26643135256434647	-1.212351203620097	1.74521390874879	1.305297980900527	0.29749698050228923	5.727126426850851	0.7239943434619702
T0_Sat8_Poor_Bin	T0 Satisfaction - The personal manner (courtesy, respect, sensitivity, friendliness) of the doctor you saw? (Binarised) - Poor/Fair	-0.060663234021370055	-1.321692831819919	1.200366363777179	0.9411401303910648	0.266683469372655	3.32133351615731	0.9248817709354439
T0_Sat8_Poor_Bin	T0 Satisfaction - The length of time you waited between being referred by your doctor and seeing the neurologist today? (Binarised) - Poor/Fair	0.46874798829696923	0.09169435184819824	0.8458016247457403	1.597992235261577	1.0960297714056657	2.3298447273757064	0.014826038528067733
T0_Sat8_Poor_Bin	T0 Satisfaction - Length of time spent waiting at the clinic today? (Binarised) - Poor/Fair	0.6547624262066405	0.22737825431617015	1.0821465980971108	1.92468520829023	1.2553046025334311	2.951007383813484	0.0026758718866031783
T0_Sat8_Poor_Bin	T0 Satisfaction - Convenience of the location of the clinic? (Binarised) - Poor/Fair	0.3203160784035922	-0.20303932829742577	0.8436714851046102	1.3775631134798576	0.8162461392234156	2.324887114842332	0.23030153370878814
T0_Sat8_Poor_Bin	T0 Satisfaction - Time spent with the doctor you saw? (Binarised) - Poor/Fair	-0.8122209863289455	-1.7188758282990149	0.09443385564112394	0.44387113892125246	0.1792675621984889	1.09903646566635	0.0791189267222961
T0_Sat8_Poor_Bin	T0 Satisfaction - Explanation given to you about the cause of your symptoms? (Binarised) - Poor/Fair	0.4459455617364432	-0.146836451025936	1.0387275744988225	1.5619664334788665	0.8634351798070798	2.8256193358484762	0.1403560217457447
