	llrp
AgeBins	0.043129193292664514
Gender	0.006427274381480719
Diagnosis	0.7251910849504706
T0_SIMD04_bin	0.28780582426726165
T0_SF12_PF	8.401723761153335e-12
T0_Sat1_Poor_Bin	0.2489946377855855
T0_Sat2_Poor_Bin	0.8609579079912413
T0_Sat3_Poor_Bin	0.9040141214522031
T0_Sat4_Poor_Bin	0.190903616417049
T0_Sat5_Poor_Bin	0.06600994727716492
T0_Sat6_Poor_Bin	0.48584239743572055
T0_Sat7_Poor_Bin	0.7481120698350845
T0_Sat8_Poor_Bin	0.8764113587894792
