	Gender	T0_NegExpectation	Diagnosis	T0_SIMD04_bin
p	8.629371841241378e-10	0.0034185188361486782	0.0	0.39678382445293536
stat	37.61240985968888	8.569442138945625	2581.0	0.7180514169419315
effect	0.565247674248697	1.3057460006529547		0.8980331941074433
