		coeff	coeffLCI	coeffUCI	OR	ORLCI	ORUCI	p
T0_Sat7_Poor_Bin	constant	0.7168172551563908	0.46592444762462876	0.967710062688153	2.0479048684708	1.5934866031024442	2.631910643077293	2.1466606529741932e-08
T0_Sat7_Poor_Bin	Binned Ages - 36-45	0.38927775095683786	0.06626532005214264	0.712290181861533	1.4759144310536136	1.0685101767363832	2.0386548066820476	0.018174363931827198
T0_Sat7_Poor_Bin	Binned Ages - 46-55	0.29101787334353785	-0.03234311680352797	0.6143788634906037	1.337788494489697	0.9681743282007628	1.8485080670491587	0.07774459880668598
T0_Sat7_Poor_Bin	Binned Ages - >=56	0.1415048018553338	-0.14286489580531284	0.42587449951598044	1.1520060360138558	0.8668711789168083	1.5309286307922318	0.3294140005357443
T0_Sat7_Poor_Bin	T0 Patient gender - Female	-0.21795265477733708	-0.4340241794701286	-0.0018811300845455736	0.8041635140659102	0.6478965894997215	0.9981206381317298	0.048038517933162536
T0_Sat7_Poor_Bin	T0 SF12 Physical Functioning Scale - 0.0	1.0972358157898086	0.6997173960172058	1.4947542355624113	2.995873422077936	2.0131836933415994	4.458240741169182	6.305305810514385e-08
T0_Sat7_Poor_Bin	T0 SF12 Physical Functioning Scale - 25.0	0.7620576065642156	0.32912175433623436	1.1949934587921969	2.142680481248259	1.389747053017115	3.3035361613144802	0.000560697972329423
T0_Sat7_Poor_Bin	T0 SF12 Physical Functioning Scale - 50.0	0.23784840600939075	-0.06629500725992607	0.5419918192787075	1.268516878712648	0.9358547396218057	1.7194282439913238	0.12533868586748384
T0_Sat7_Poor_Bin	T0 SF12 Physical Functioning Scale - 75.0	0.29216519686282816	-0.013552539136875819	0.5978829328625321	1.3393242515298807	0.986538883054697	1.8182653330214673	0.061057570623050325
T0_Sat7_Poor_Bin	T0 SIMD 2004 Quintile - Binned - 5 (Most Deprived)	-0.05811024100621622	-0.35305938567822803	0.2368389036657956	0.9435459242509929	0.7025354715929557	1.2672369541028412	0.6993871700520577
T0_Sat7_Poor_Bin	T0 Satisfaction - Time spent with the doctor you saw? (Binarised) - Poor/Fair	0.5741690894058838	0.0476001764992644	1.1007380023125033	1.7756545036387086	1.048751256088612	3.006383923726168	0.03258672224146552
