	llrp
AgeBins	0.0941391845418661
Gender	0.05107831452378808
T0_SF12_PF	2.859071712713046e-08
T0_SIMD04_bin	0.8648703986611327
T0_Sat6_Poor_Bin	0.5301551283356027
