	llrp
AgeBins	0.0815110748060639
Gender	0.0473875839672846
T0_SF12_PF	6.157822929342416e-08
T0_SIMD04_bin	0.7001933207511878
T0_Sat7_Poor_Bin	0.024399444603779408
