	llrp
AgeBins	0.07828938086643256
Gender	0.058581822396091554
T0_SF12_PF	5.210653764020634e-08
T0_SIMD04_bin	0.8514475785735105
T0_Sat1_Poor_Bin	0.04957900557295836
