	llrp
AgeBins	0.24165135750471978
Gender	0.8159874954138655
T0_SF12_PF	5.321500904598153e-06
T0_SIMD04_bin	0.12264509648469424
T0_Sat5_Poor_Bin	5.04736587045862e-05
