	llrp
AgeBins	0.26513185272894524
Gender	0.8249655494743736
T0_SF12_PF	8.343579405156731e-07
T0_SIMD04_bin	0.14859655591026133
T0_Sat7_Poor_Bin	0.9352946054682945
