	llrp
AgeBins	0.23965950709509154
Gender	0.8638451728439127
T0_SF12_PF	1.0215648342803973e-06
T0_SIMD04_bin	0.15051041919683883
T0_Sat3_Poor_Bin	0.6063209396054113
