	llrp
AgeBins	0.19258300117978244
Gender	0.7734276948588605
T0_SF12_PF	1.3220227033095e-06
T0_SIMD04_bin	0.11886308976140214
T0_Sat4_Poor_Bin	0.00042516528105918105
