	llrp
AgeBins	0.102325337605637
Gender	0.07595179020670617
T0_SF12_PF	2.7528860746528494e-08
T0_SIMD04_bin	0.9195180945176633
T0_Sat4_Poor_Bin	9.003123153550341e-06
