	llrp
AgeBins	0.2502408655728654
Gender	0.8385131206736453
T0_SF12_PF	1.0361819030579866e-06
T0_SIMD04_bin	0.15338773037426212
T0_Sat2_Poor_Bin	0.7372524817034964
