	llrp
AgeBins	0.25369176593899756
Gender	0.8289493699660493
T0_SF12_PF	9.237428293396022e-07
T0_SIMD04_bin	0.14918711423119024
T0_Sat1_Poor_Bin	0.8172147477541851
