	llrp
AgeBins	0.08784079668194622
Gender	0.0508781821621096
T0_SF12_PF	3.834011164105533e-08
T0_SIMD04_bin	0.8563301016735305
T0_Sat8_Poor_Bin	0.35180724974780087
