	llrp
AgeBins	0.16429190477520073
Gender	0.8706441503479689
T0_SF12_PF	2.313966760758568e-06
T0_SIMD04_bin	0.15187300797513437
T0_Sat8_Poor_Bin	0.09493904345762616
