		coeff	coeffLCI	coeffUCI	OR	ORLCI	ORUCI	p
T0_Sat6	constant	0.607353206235069	0.08537157526311556	1.1293348372070224	1.8355665973336663	1.0891216821968153	3.093598069272691	0.02257676826622033
T0_Sat6	Binned Ages - 36-45	0.3900979799116336	0.06573778799342439	0.7144581718298428	1.4771255154200977	1.0679466520148349	2.043079384338742	0.01841391584424724
T0_Sat6	Binned Ages - 46-55	0.2767837003939157	-0.046724577490439456	0.6002919782782709	1.3188810667252615	0.9543502109264485	1.8226508971772237	0.09356502888964836
T0_Sat6	Binned Ages - >=56	0.12173730665423511	-0.16206455862346858	0.4055391719319388	1.1294573618729364	0.8503863029989299	1.5001110998498506	0.4004992210724905
T0_Sat6	T0 Patient gender - Female	-0.21822527044060624	-0.43454169297945683	-0.0019088479017556614	0.8039443163758657	0.6475613810069507	0.9980929727897417	0.04801232121349658
T0_Sat6	T0 SF12 Physical Functioning Scale - 0.0	1.1008377729352783	0.7026103152538667	1.4990652306166898	3.006683887486076	2.0190161034530925	4.477501682035697	6.026432010248225e-08
T0_Sat6	T0 SF12 Physical Functioning Scale - 25.0	0.7711133194225941	0.3383310114357279	1.2038956274094603	2.1621721024940648	1.4026047047701866	3.3330760868719533	0.00047909272864569416
T0_Sat6	T0 SF12 Physical Functioning Scale - 50.0	0.2338173793612246	-0.07041349746539499	0.5380482561878441	1.2634137457136032	0.932008357124101	1.7126609226804757	0.13198117680498236
T0_Sat6	T0 SF12 Physical Functioning Scale - 75.0	0.2872809804544383	-0.01879651482807987	0.5933584757369564	1.3327986512390657	0.9813790380088563	1.8100572520366414	0.06582688127007559
T0_Sat6	T0 SIMD 2004 Quintile - Binned - 5 (Most Deprived)	-0.0333827591934687	-0.32721715664958984	0.2604516382626524	0.967168296175697	0.7209271718977438	1.2975159622088426	0.8237899664963051
T0_Sat6	T0 Satisfaction - Convenience of the location of the clinic? - Fair	0.30289711666640523	-0.2532008908495607	0.8589951241823712	1.3537751763741177	0.7763119121982615	2.360787203402748	0.285719480774581
T0_Sat6	T0 Satisfaction - Convenience of the location of the clinic? - Good	0.05974165769244768	-0.4577527515578589	0.5772360669427542	1.0615622646725131	0.63270389192141	1.7811087558737702	0.8209943792650605
T0_Sat6	T0 Satisfaction - Convenience of the location of the clinic? - Very Good	0.15622641761861483	-0.35156505271835375	0.6640178879555834	1.16909087589751	0.7035860782862396	1.9425817512420465	0.5465088263074509
T0_Sat6	T0 Satisfaction - Convenience of the location of the clinic? - Excellent	0.15856122966555017	-0.3442962814366983	0.6614187407677987	1.171823672400164	0.7087189166809625	1.9375392512848004	0.5365643828648372
